AMOUNT,CANDIDATE,CONTRIBUTIONTYPEDESC,CONTRIBUTORTYPEDESC,CONTRIBUTOR_ADDRESS,CONTRIBUTOR_NAME,CONTRIBUTOR_POSTAL_CODE,OFFICE,OFFICE_TYPE,WARD_NO,Year
750.0,"Grimes, Mark",Monetary,Individual, ,"Giancos, Thomas",M8Z 6C6,Councillor,2.0,6,2006
750.0,"Stintz, Karen",Monetary,Individual, ,"Giancos, Thomas",M8Z 6C6,Councillor,2.0,16,2006
750.0,"Palacio, Cesar",Monetary,Individual, ,"Giancos, Thomas",M8Z 6C6,Councillor,2.0,17,2006
750.0,"Lojko, Ted",Monetary,Individual, ,"Giancos, Thomas",M8Z 6C6,Councillor,2.0,14,2006
500.0,"Scalabrini, Cinzia",Monetary,Individual, ,"Giannone, Carmelo",L5N 7S7,Councillor,2.0,17,2006
500.0,"Scalabrini, Cinzia",Monetary,Individual, ,"Giannone, Salvatore",L5M 1Z3,Councillor,2.0,17,2006
750.0,"Mammoliti, Giorgio",Monetary,Corporation,"50 Millwick Drive, Toronto",Giant Disposal Ltd.,M9L 1Y3,Councillor,2.0,7,2006
300.0,"Adams, John",Monetary,Individual, ,"GIBB, J. DAVID",M5R 3R5,Councillor,2.0,21,2006
150.0,"De Baeremaeker, Glenn",Monetary,Individual, ,"Gibbons, Jack",M4Y 2G1,Councillor,2.0,38,2006
300.0,"Perks, Gord",Monetary,Individual, ,"Gibbons, Jack",M4K 3K4,Councillor,2.0,14,2006
500.0,"Perks, Gord",Monetary,Individual, ,"Gibney, Patricia",M6P 1J6,Councillor,2.0,14,2006
200.0,"Mihevc, Joe",Monetary,Individual, ,"Gibson, Ann",M6S 1E5,Councillor,2.0,21,2006
750.0,"Moscoe, Howard",Monetary,Individual, ,"Giddings, John",M6A 3A1,Councillor,2.0,15,2006
300.0,"Jenkins, Cliff",Monetary,Individual, ,"Gilanpour, M.",M2L 1H1,Councillor,2.0,25,2006
300.0,"Jenkins, Cliff",Monetary,Individual, ,"Gilanpour, Minoo",M2L 1H1,Councillor,2.0,25,2006
450.13,"Darby, Charm",Goods/Services,Corporation,"170 Davenport Road, Toronto",Gilbert Studio Ltd,M5R 1J2,Councillor,2.0,16,2006
300.0,"Darby, Charm",Monetary,Individual, ,"Gilbert, Al",M5R 1J2,Councillor,2.0,16,2006
150.0,"Cole, Desmond",Monetary,Individual, ,"Gilbert, Dr. Emily",M5R 1L5,Councillor,2.0,20,2006
150.0,"Ouellette, Chris",Monetary,Individual, ,"Gilbert, Emily",M5R 1L5,Councillor,2.0,20,2006
100.0,"Darby, Charm",Monetary,Individual, ,"Gilbert, Jack",M5G 1W8,Councillor,2.0,16,2006
150.0,"Darby, Charm",Monetary,Individual, ,"Gilbert, Jack",M5G 1W8,Councillor,2.0,16,2006
200.0,"Gualtieri, Rocky",Monetary,Individual, ,"Gilbert, James",M8W 3L1,Councillor,2.0,11,2006
200.0,"Vaughan, Adam",Monetary,Individual, ,"Gilbert, Richard",M5S 2M8,Councillor,2.0,20,2006
250.0,"Vaughan, Adam",Monetary,Individual, ,"Gilbert, Rosalind",M5S 2M8,Councillor,2.0,20,2006
500.0,"Giambrone, Adam",Monetary,Individual, ,"Gill, Bobby",M6L 1P3,Councillor,2.0,18,2006
195.0,"Augimeri, Maria",Monetary,Individual, ,"Gill, Mandeep",M3N 2V4,Councillor,2.0,9,2006
300.0,"South, Dilorece",Monetary,Individual, ,"Gilleepie, Hilray",M6J 3X4,Councillor,2.0,14,2006
500.0,"Moyer, Elizabeth",Monetary,Individual, ,"Gillen, Patrick",M5N 2M7,Councillor,2.0,35,2006
750.0,"Watt, Steve",Monetary,Individual, ,"Gillespie, Eric",M5C 1C3,Councillor,2.0,16,2006
750.0,"Ainslie, Paul",Monetary,Individual, ,"Gillespie, Janet",L3C 5C2,Councillor,2.0,43,2006
200.0,"Maniates, Natalie",Monetary,Individual, ,"Gillespie, Rachel",M4N 2A6,Councillor,2.0,26,2006
200.0,"Kitchen, Glenn",Monetary,Individual, ,"Gilliam, Marcus",M5P 2J7,Councillor,2.0,43,2006
200.0,"Jenkins, Cliff",Monetary,Individual, ,"Gillies, James",L3T 3A7,Councillor,2.0,25,2006
300.0,"Parker, John",Monetary,Individual, ,"Gillies, Margaret",M4G 1E3,Councillor,2.0,26,2006
300.0,"Hamara, Greg",Monetary,Individual, ,"Gillies, William",L6J 7N8,Councillor,2.0,13,2006
350.0,"Rae, Kyle",Monetary,Individual, ,"Gilmore, Tony",M5A 4K3,Councillor,2.0,27,2006
100.0,"Robertson, David",Monetary,Individual, ,"Gilmour, Merle A.",M5E 1Y7,Councillor,2.0,41,2006
100.0,"Robertson, David",Monetary,Individual, ,"Gilmour, Merle A.",M5E 1Y7,Councillor,2.0,41,2006
200.0,"Bravo, Alejandra",Monetary,Individual, ,"Gindin, Schuster",M6H 3B2,Councillor,2.0,17,2006
200.0,"Bravo, Alejandra",Monetary,Individual, ,"Gindin, Schuster",M6H 3B2,Councillor,2.0,17,2006
200.0,"Milczyn, Peter",Monetary,Individual, ,"Ginou, Paul",M8X 1L8,Councillor,2.0,5,2006
200.0,"Bravo, Alejandra",Monetary,Individual, ,"Ginsberg, Ronald",M6H 2L3,Councillor,2.0,17,2006
250.0,"Toutchinski, Igor",Monetary,Individual, ,"Ginzburg, Raisa",L4J 7W1,Councillor,2.0,10,2006
150.0,"De Baeremaeker, Glenn",Monetary,Individual, ,"Giontsis, Jim",M5A 1S9,Councillor,2.0,38,2006
130.0,"Augimeri, Maria",Monetary,Individual, ,"Giraldi, Salvatore",M2M 1P1,Councillor,2.0,9,2006
350.0,"Cain, Jem",Monetary,Individual, ,"Giraudy, Angela",M8V 3E7,Councillor,2.0,6,2006
350.0,"Cain, Jem",Monetary,Individual, ,"Giraudy, Paul",M8V 3E7,Councillor,2.0,6,2006
200.0,"Royz, Max",Monetary,Individual, ,"Gitman, Inna",M2R 2W9,Councillor,2.0,10,2006
550.0,"Royz, Max",Monetary,Individual, ,"Gitman, Inna",M2R 2W9,Councillor,2.0,10,2006
100.0,"Davis, Janet",Monetary,Individual, ,"Gitt, Donna",M4C 5L6,Councillor,2.0,31,2006
70.0,"Davis, Janet",Monetary,Individual, ,"Gitt, Donna",M4C 5L6,Councillor,2.0,31,2006
150.0,"Minnan-Wong, Denzil",Monetary,Individual, ,"Givelas, Robert",M3A 1S4,Councillor,2.0,34,2006
125.0,"Moscoe, Howard",Monetary,Individual, ,"Glasgow, Dennis",M5E 1S3,Councillor,2.0,15,2006
300.0,"McConnell, Pam",Monetary,Individual, ,"Glasgow, Dennis",M5E 1S3,Councillor,2.0,28,2006
200.0,"Grimes, Mark",Monetary,Individual, ,"Gleeson, Pat",M9C 2A4,Councillor,2.0,6,2006
250.0,"Feldman, Michael",Monetary,Corporation,"100 Scarsdale Rd., Toronto",Glencorp Properties Inc,M3B 2R8,Councillor,2.0,10,2006
400.0,"Stintz, Karen",Monetary,Individual, ,"Glicksman, Fern",M5N 1J8,Councillor,2.0,16,2006
200.0,"Moscoe, Howard",Monetary,Corporation,"160 Applewood Crescent, Suite 24, Concord",Global Masonry Group,L4K 4H2,Councillor,2.0,15,2006
300.0,"Davis, Janet",Monetary,Individual, ,"Gloger, Anne",M4B 3M8,Councillor,2.0,31,2006
400.0,"De Baeremaeker, Glenn",Monetary,Individual, ,"Glyn Williams, Ian",M5R 1S8,Councillor,2.0,38,2006
750.0,"Cain, Jem",Monetary,Individual, ,"Goddard, Christopher",M8V 3J9,Councillor,2.0,6,2006
300.0,"Fletcher, Paula",Monetary,Individual, ,"Goddard, John",M4Y 2K2,Councillor,2.0,30,2006
750.0,"Cain, Jem",Monetary,Individual, ,"Goddard, Stephanie",M8V 3J9,Councillor,2.0,6,2006
300.0,"Vaughan, Adam",Monetary,Individual, ,"Godfrey, Judith",M5A 1N1,Councillor,2.0,20,2006
500.0,"Sewell, John",Monetary,Individual, ,"Godfrey, Judith",M5A 1N1,Councillor,2.0,21,2006
500.0,"Cole, Desmond",Monetary,Individual, ,"Godfrey, Matthew",L1R 3B5,Councillor,2.0,20,2006
750.0,"Ashton, Brian",Monetary,Individual, ,"Godfrey, Norman",M3B 2H1,Councillor,2.0,36,2006
300.0,"Vaughan, Adam",Monetary,Individual, ,"Godfrey, Sheldon",M5A 1N1,Councillor,2.0,20,2006
500.0,"Sewell, John",Monetary,Individual, ,"Godfrey, Sheldon",M5A 1N1,Councillor,2.0,21,2006
200.0,"Harris, Dan",Monetary,Individual, ,"Gogan, Greg",M1N 3B7,Councillor,2.0,35,2006
35.0,"Blair, Donald",Monetary,Individual, ,"Goheen, Allan",M1T 1P4,Councillor,2.0,44,2006
100.0,"Blair, Donald",Monetary,Individual, ,"Goheen, Allan",M1T 1P4,Councillor,2.0,44,2006
35.0,"Blair, Donald",Monetary,Individual, ,"Goheen, Allan",M1T 1P4,Councillor,2.0,44,2006
250.0,"Toutchinski, Igor",Monetary,Individual, ,"Golauber, Igor",L4J 7Y8,Councillor,2.0,10,2006
250.0,"Mihevc, Joe",Monetary,Individual, ,"Goldberg, Kenneth",M6C 2Y6,Councillor,2.0,21,2006
300.0,"Bravo, Alejandra",Monetary,Individual, ,"Goldblatt, Howard",M4R 1N3,Councillor,2.0,17,2006
100.0,"McConnell, Pam",Monetary,Individual, ,"Goldblatt, Mark",K1S 2H5,Councillor,2.0,28,2006
100.0,"McConnell, Pam",Monetary,Individual, ,"Goldblatt, Mark",K1S 2H5,Councillor,2.0,28,2006
150.0,"Kennedy, Helen",Monetary,Individual, ,"Goldby, Patricia",M5V 1T4,Councillor,2.0,20,2006
500.0,"Mark, Kevin",Monetary,Individual, ,"Goldfarb, Andrew",L4L 5Z9,Councillor,2.0,2,2006
500.0,"Mark, Kevin",Monetary,Individual, ,"Goldfarb, Avi",M5P 2Y4,Councillor,2.0,2,2006
500.0,"Mark, Kevin",Monetary,Individual, ,"Goldfarb, Martin",M3B 1T2,Councillor,2.0,2,2006
300.0,"Jenkins, Cliff",Monetary,Individual, ,"Goldin, Hersh",M4N 1E9,Councillor,2.0,25,2006
200.0,"Nunziata, Frances",Monetary,Corporation,"55 St. Clair Avenue West, Suite 240, Toronto",Goldman Group,M4V 2Y7,Councillor,2.0,11,2006
750.0,"Di Giorgio, Frank",Monetary,Corporation,"55 St.Clair Ave.W, Suite 240, Toronto",Goldman Holdings,M4V 2Y7,Councillor,2.0,12,2006
250.0,"Del Grande, Mike",Monetary,Corporation,"55 St.Clair Ave W., Suite 240, Toronto",Goldman Holdings Inc.,M4V 2Y7,Councillor,2.0,39,2006
750.0,"Berardinetti, Michelle",Monetary,Corporation,"55 St. Clair Av. W., Suite 240, Toronto",Goldman Holdings Inc.,M4V 2Y7,Councillor,2.0,35,2006
750.0,"Moscoe, Howard",Monetary,Corporation,"55 St. Clair Avenue West, Suite 240, Toronto",Goldman Holdings Ltd,M4V 2Y7,Councillor,2.0,15,2006
750.0,"Mammoliti, Giorgio",Monetary,Corporation,"55 St. Clair Ave. W., Suite 240, Toronto",Goldman Holdings Ltd.,M4V 2Y7,Councillor,2.0,7,2006
750.0,"Feldman, Michael",Monetary,Corporation,"55 St. Clair Ave. W, Suite 240, Toronto",Goldman Holdings Ltd.,M4V 2Y7,Councillor,2.0,10,2006
300.0,"Ashton, Brian",Monetary,Corporation,"55 St. Clair Avenue West, Suite 240, Toronto",Goldman Holdings Ltd.,M4V 2Y7,Councillor,2.0,36,2006
200.0,"Giambrone, Adam",Monetary,Corporation,"55 St. Clair Avenue West, Toronto",Goldman Holdings Ltd.,M4V 2Y7,Councillor,2.0,18,2006
750.0,"Thompson, Michael",Monetary,Corporation,"55 St. Clair Ave W, Suite 240, Toronto",Goldman Holdings Ltd.,M4V 2Y7,Councillor,2.0,37,2006
750.0,"Aynedjian, Hratch",Monetary,Corporation,"55 St Clair Avenue West, Suite Suite 240, Toronto",Goldman Holdings Ltd.,M4V 2Y7,Councillor,2.0,41,2006
400.0,"Stintz, Karen",Monetary,Individual, ,"Goldring, Blake",M4R 1M1,Councillor,2.0,16,2006
500.0,"Parker, John",Monetary,Individual, ,"Goldring, Blake",M4R 1M1,Councillor,2.0,26,2006
150.0,"Carroll, Shelley",Monetary,Individual, ,"Goldstein, Judy",M2J 2B9,Councillor,2.0,33,2006
400.0,"Feldman, Michael",Monetary,Individual, ,"Goldstein, Leo",M2R 1J4,Councillor,2.0,10,2006
500.0,"Masterson, John",Monetary,Individual, ,"Goldstein, Michael",M6E 4V8,Councillor,2.0,26,2006
750.0,"Roszak, Arthur",Monetary,Corporation,"2045 Dundas St. E.,, Suite 5, Mississauga",Goldwell,L4X 1M2,Councillor,2.0,5,2006
2000.0,"Golench, Carol",Monetary,Individual, ,"Golench, Carol",M4W 3G9,Councillor,2.0,27,2006
2000.0,"Golench, Carol",Monetary,Individual, ,"Golench, Carol",M4W 3G9,Councillor,2.0,27,2006
10000.0,"Golench, Carol",Monetary,Individual, ,"Golench, Carol",M4W 3G9,Councillor,2.0,27,2006
520.0,"Golench, Carol",Monetary,Individual, ,"Golench, Carol",M4W 3G9,Councillor,2.0,27,2006
247.82,"Golench, Carol",Monetary,Individual, ,"Golench, Carol",M4W 3G9,Councillor,2.0,27,2006
1000.0,"Golench, Carol",Monetary,Individual, ,"Golench, Carol",M4W 3G9,Councillor,2.0,27,2006
4000.0,"Golench, Carol",Monetary,Individual, ,"Golench, Carol",M4W 3G9,Councillor,2.0,27,2006
250.0,"Toutchinski, Igor",Monetary,Individual, ,"Goloubev, Bela",L4J 7Y8,Councillor,2.0,10,2006
150.0,"Russell, Worrick",Monetary,Individual, ,"Gomes, Clara",M1R 3J1,Councillor,2.0,35,2006
750.0,"Pantalone, Joe",Monetary,Individual, ,"GONCALVES, MARIA",M9A 4G9,Councillor,2.0,19,2006
750.0,"Gondor Berkovits, Magda",Monetary,Corporation,"55 Nugget Avenue, Suite 200, Scarborough",Gondor Consultants Limited,M1S 3L1,Councillor,2.0,10,2006
750.0,"Gondor Berkovits, Magda",Monetary,Individual, ,"Gondor, Magda",M3H 3T7,Councillor,2.0,10,2006
750.0,"Gondor Berkovits, Magda",Monetary,Individual, ,"Gondor, Marianne",M3H 3T7,Councillor,2.0,10,2006
1177.31,"Gondor Berkovits, Magda",Monetary,Individual, ,"Gondor-Berkovits, Magda",M3H 3T7,Councillor,2.0,10,2006
120.0,"Robertson, David",Monetary,Individual, ,"GONG, LIMIN",M1T 2Z9,Councillor,2.0,41,2006
300.0,"Robertson, David",Monetary,Individual, ,"Gong, Mao Kun",M2H 2W9,Councillor,2.0,41,2006
150.0,"Kelly, Norm",Monetary,Individual, ,"Gong, Susan",M3B 1R6,Councillor,2.0,40,2006
750.0,"Lechter, Debbie",Monetary,Corporation,"11 Curity Ave., Toronto",Gonte Construction,M4B 1X4,Councillor,2.0,26,2006
750.0,"Rae, Kyle",Monetary,Individual, ,"Gonzalvez, Ino",M4Y 1W5,Councillor,2.0,27,2006
750.0,"Mihevc, Joe",Monetary,Individual, ,"Gooderham, P. Gay",M5R 2V1,Councillor,2.0,21,2006
150.0,"Lojko, Ted",Monetary,Individual, ,"Goodhew, John",M4K 1N2,Councillor,2.0,14,2006
400.0,"Milczyn, Peter",Monetary,Corporation,"200 King Street West, Suite 2300, Toronto",Goodman and Carr LLP,M5H 3W5,Councillor,2.0,5,2006
500.0,"Darby, Charm",Monetary,Individual, ,"Goodwin, John G.",M4T 2Y4,Councillor,2.0,16,2006
150.0,"Kennedy, Helen",Monetary,Individual, ,"Goonesekera, Noel",M5R 2X3,Councillor,2.0,20,2006
750.0,"Sewell, John",Monetary,Individual, ,"Goos, Lisa",M6G 2M8,Councillor,2.0,21,2006
150.0,"Goossen, Tam",Monetary,Individual, ,"Goossen, Jeananne",M5T 1P3,Councillor,2.0,20,2006
750.0,"Hall, Suzan",Monetary,Individual, ,"Goraya Ahamd, Naseer",M9V 1A9,Councillor,2.0,1,2006
200.0,"Milczyn, Peter",Monetary,Corporation,"73 Mary Street, Georgetown",Gordon Dreidger Real Estate Advisor Inc.,L7G 4V8,Councillor,2.0,5,2006
150.0,"De Baeremaeker, Glenn",Monetary,Corporation,"73 Mary St., Georgetown",Gordon Driedger Re.,L7G 4V8,Councillor,2.0,38,2006
450.0,"McConnell, Pam",Monetary,Individual, ,"Gordon, Bertram",M4X 1B9,Councillor,2.0,28,2006
750.0,"South, Dilorece",Monetary,Individual, ,"Gordon, Elizabeth",M5R 3M4,Councillor,2.0,14,2006
250.0,"Perks, Gord",Monetary,Individual, ,"Gordon, Shelly",M6R 2E7,Councillor,2.0,14,2006
550.0,"Perks, Gord",Monetary,Individual, ,"Gordon, Shelly",M6R 2E7,Councillor,2.0,14,2006
600.0,"Bussin, Sandra",Monetary,Individual, ,"Gore, Stan",M4E 3K9,Councillor,2.0,32,2006
200.0,"Salek, Susan",Monetary,Individual, ,"Gorgani, Omid",L3T 7T1,Councillor,2.0,34,2006
200.0,"Milczyn, Peter",Monetary,Corporation,"270 The Kingsway, P.O. Box 74582, Toronto",Gornik Build Design Ltd.,M9A 3T0,Councillor,2.0,5,2006
300.0,"Watt, Steve",Monetary,Individual, ,"Gossage, Mary Lou",M4W 1Y4,Councillor,2.0,16,2006
300.0,"Sewell, John",Monetary,Individual, ,"Gotlib, David",M5R 3E8,Councillor,2.0,21,2006
750.0,"Minos, Steve",Monetary,Individual, ,"Gottlieb, Marshall W.",M5P 3L7,Councillor,2.0,31,2006
750.0,"Kennedy, Helen",Monetary,Individual, ,"Goudie, Diane",M4K 1R6,Councillor,2.0,20,2006
200.0,"Stintz, Karen",Monetary,Individual, ,"Gouinlock, Geoffrey",M4R 1K6,Councillor,2.0,16,2006
300.0,"Moyer, Elizabeth",Monetary,Individual, ,"Gouldie, Lesley",M4R 1R3,Councillor,2.0,35,2006
200.0,"Bortenstein, Howard",Monetary,Individual, ,"Goulding, Kathryn",M4X 1C5,Councillor,2.0,28,2006
250.0,"Mihevc, Joe",Monetary,Individual, ,"Goulding, Peter",M5R 3A8,Councillor,2.0,21,2006
200.0,"McConnell, Pam",Monetary,Individual, ,"Gowdy, Barbara",M4X 1W1,Councillor,2.0,28,2006
250.0,"Patel, Abdul",Monetary,Individual, ,"Gowsala, Kumarakulasingam",L3S 4S2,Councillor,2.0,43,2006
300.0,"Ferreira, Paul",Monetary,Individual, ,"Goyeau, Angela",M4Y 1L7,Councillor,2.0,11,2006
100.0,"Ferreira, Paul",Monetary,Individual, ,"Goyeau, John",M4Y 1L7,Councillor,2.0,11,2006
200.0,"Ferreira, Paul",Monetary,Individual, ,"Goyeau, John",M4Y 1L7,Councillor,2.0,11,2006
750.0,"Nunziata, Frances",Monetary,Corporation,"2572 Eglinton Ave. W., Toronto",GPF Design Service,M6M 1T4,Councillor,2.0,11,2006
750.0,"Mammoliti, Giorgio",Monetary,Corporation,"539 Rustic Rd., Toronto",GPF Design Services Inc.,M6L 1X8,Councillor,2.0,7,2006
200.0,"Kitchen, Glenn",Monetary,Individual, ,"Grabowski, John",M1G 1G7,Councillor,2.0,43,2006
300.0,"Harris, Dan",Monetary,Individual, ,"Gracey, David",M1M 1A5,Councillor,2.0,35,2006
200.0,"McConnell, Pam",Monetary,Individual, ,"Gracey, Shannon",M1M 1A5,Councillor,2.0,28,2006
300.0,"Harris, Dan",Monetary,Individual, ,"Gracey, Shannon",M1M 1A5,Councillor,2.0,35,2006
300.0,"Harris, Dan",Monetary,Individual, ,"Gracey, Shawn",M8Y 3C1,Councillor,2.0,35,2006
200.0,"Moscoe, Howard",Monetary,Individual, ,"Grad, Herman",M9W 5E8,Councillor,2.0,15,2006
250.0,"Vaughan, Adam",Monetary,Individual, ,"Graham, Alexander",M5J 2T3,Councillor,2.0,20,2006
750.0,"Kennedy, Helen",Monetary,Individual, ,"Graham, Catherine",M4G 3G7,Councillor,2.0,20,2006
200.0,"Ingar, Abdul",Monetary,Individual, ,"Graham, James",M5J 2W4,Councillor,2.0,26,2006
750.0,"Freeman, Tom",Monetary,Individual, ,"Graham, Laurie",M5H 1J9,Councillor,2.0,14,2006
750.0,"De Baeremaeker, Glenn",Monetary,Individual, ,"Graham, Mark",L7E 4Y1,Councillor,2.0,38,2006
100.0,"Ouellette, Chris",Monetary,Individual, ,"Graham, Steph",M6K 3A1,Councillor,2.0,20,2006
25.0,"Ouellette, Chris",Monetary,Individual, ,"Graham, Steph",M6K 3A1,Councillor,2.0,20,2006
200.0,"Darby, Charm",Monetary,Individual, ,"Grammer, Jerold",L3T 2G8,Councillor,2.0,16,2006
200.0,"Filion, John",Monetary,Individual, ,"Gramolini, Harold",M2R 1A2,Councillor,2.0,23,2006
750.0,"Mammoliti, Giorgio",Monetary,Individual, ,"Grande, Frank",L4L 1H1,Councillor,2.0,7,2006
300.0,"Chiappetta, John",Monetary,Individual, ,"Grande-Vaitekunas, Maria",M6S 3B3,Councillor,2.0,5,2006
70.0,"Blair, Donald",Monetary,Individual, ,"Granger, Mason",M1C 5E5,Councillor,2.0,44,2006
35.0,"Blair, Donald",Monetary,Individual, ,"Granger, Mason",M1C 5E5,Councillor,2.0,44,2006
750.0,"Feldman, Michael",Monetary,Individual, ,"Granovsky, Irving",M2L 2J5,Councillor,2.0,10,2006
750.0,"Kennedy, Helen",Monetary,Individual, ,"Grant, John",M5R 2L4,Councillor,2.0,20,2006
250.0,"Kennedy, Helen",Monetary,Individual, ,"Grant, Tim",M5S 2K5,Councillor,2.0,20,2006
150.0,"Vaughan, Adam",Monetary,Individual, ,"Grant, Yola",M6G 1V6,Councillor,2.0,20,2006
200.0,"Thompson, Michael",Monetary,Individual, ,"Grant, Yvonne",M4E 2L7,Councillor,2.0,37,2006
200.0,"Thompson, Michael",Monetary,Corporation,"171 Baldwin St, Toronto",Grants Food Enterprises Ltd,M5T 1L9,Councillor,2.0,37,2006
350.0,"Del Grande, Mike",Monetary,Corporation,"50 Weybright Crt, Suite 1, Toronto",Graphic Arts Building Inc,M1S 5A8,Councillor,2.0,39,2006
200.0,"Del Grande, Mike",Monetary,Corporation,"50 Weybright Crt, Suite 1, Toronto",Graphic Arts Building Inc,M1S 5A8,Councillor,2.0,39,2006
120.0,"Lee, Chin",Monetary,Corporation,"50 Weybright Court, Suite# 1, Toronto",Graphic Arts Building Inc.,M1S 5A8,Councillor,2.0,41,2006
200.0,"Lee, Chin",Monetary,Corporation,"50 Weybright Court, Suite# 1, Toronto",Graphic Arts Building Inc.,M1S 5A8,Councillor,2.0,41,2006
300.0,"Davis, Janet",Monetary,Individual, ,"Graves, Janice",M6B 1C6,Councillor,2.0,31,2006
400.0,"Rae, Kyle",Monetary,Individual, ,"Gray, David",L0H 1G0,Councillor,2.0,27,2006
250.0,"Colautti, John",Monetary,Individual, ,"Gray, John",M6K 2N4,Councillor,2.0,14,2006
300.0,"De Baeremaeker, Glenn",Monetary,Individual, ,"Gray, Micheal",M4W 2E9,Councillor,2.0,38,2006
750.0,"Filion, John",Monetary,Corporation,"202A Oakdale Rd., Suite 4, Toronto",Great Lands Corp.,M3N 2S5,Councillor,2.0,23,2006
500.0,"Augimeri, Maria",Monetary,Trade Union,"23 Lesmill road, Suite 207, Toronto",Greater Tor. Electric Contractors,M3B 3P6,Councillor,2.0,9,2006
200.0,"Hall, Suzan",Monetary,Corporation,"Lester B. Pearson International Airport P.O. Box 6031, 3111 Convair Dr., Toronto",Greater Toronto Airport Authority,L5P 1B2,Councillor,2.0,1,2006
150.0,"De Baeremaeker, Glenn",Monetary,Corporation,"P.O. Box 6031, Toronto",Greater Toronto Airport Authority,L5P 1B2,Councillor,2.0,38,2006
300.0,"Ashton, Brian",Monetary,Corporation,"P.O. Box 6031, Mississauga",Greater Toronto Airports Authority,L5P 1B2,Councillor,2.0,36,2006
500.0,"Kelly, Norm",Monetary,Corporation,"20 Upjohn Rd., Toronto",Greater Toronto Apartment,M3B 2V9,Councillor,2.0,40,2006
500.0,"Del Grande, Mike",Monetary,Corporation,"20 Upjohn Road, Suite 103, Toronto",Greater Toronto Apartment Assoc.,M3B 2V9,Councillor,2.0,39,2006
300.0,"Ford, Rob",Monetary,Corporation,"20 Upjohn Road, Suite 103, Toronto",Greater Toronto Apartment Association,M3B 2V9,Councillor,2.0,2,2006
500.0,"Carroll, Shelley",Monetary,Corporation,"20	Upjohn Rd.		, Suite 103, Toronto",Greater Toronto Apartment Association,M3B 2V9,Councillor,2.0,33,2006
600.0,"Milczyn, Peter",Monetary,Corporation,"20 Upjohn Road, Suite 103, Toronto",Greater Toronto Apartment Association,M3B 2V9,Councillor,2.0,5,2006
300.0,"Li Preti, Peter",Monetary,Corporation,"20 Upjohn Rd., Suite 103, Toronto",Greater Toronto Apartment Association,M3B 2V9,Councillor,2.0,8,2006
500.0,"Feldman, Michael",Monetary,Corporation,"20 Upjohn Rd., Suite 103, Toronto",Greater Toronto Apartment Association,M3B 2V9,Councillor,2.0,10,2006
500.0,"Adams, John",Monetary,Corporation,"20 Upjohn Road, Suite 103, Toronto",Greater Toronto Apartment Association,M3B 2V9,Councillor,2.0,21,2006
450.0,"Ashton, Brian",Monetary,Corporation,"20 Upjohn Road, Suite 103, Toronto",Greater Toronto Apartment Association,M3S 2V9,Councillor,2.0,36,2006
250.0,"Giambrone, Adam",Monetary,Corporation,"20 Upjohn Road , Suite 103, Toronto",Greater Toronto Apartment Association,M3B 2V9,Councillor,2.0,18,2006
300.0,"Lee, Chin",Monetary,Corporation,"20 Upjohn Road, Suite 103, Toronto",Greater Toronto Apartment Association,M3B 2V9,Councillor,2.0,41,2006
300.0,"Aynedjian, Hratch",Monetary,Corporation,"20 Upjohn Road, Suite 103, Toronto",Greater Toronto Apartment Association,M3B 2V9,Councillor,2.0,41,2006
500.0,"Lojko, Ted",Monetary,Corporation,"20 Upjohn Rd, Toronto",Greater Toronto Apartment Association,M3B 2V9,Councillor,2.0,14,2006
500.0,"Minnan-Wong, Denzil",Monetary,Corporation,"20 Upjohn Rd., Suite 103, Toronto",Greater Toronto Appartment Association,M3B 2V9,Councillor,2.0,34,2006
300.0,"Lechter, Debbie",Monetary,Corporation,"20 Upjohn Rd., Suite 103, Toronto",Greater Toronto Appartment Association,M3S 2V9,Councillor,2.0,26,2006
450.0,"Nunziata, Frances",Monetary,Corporation,"20 Upjohn Rd., Suite 103, Toronto",Greater Toronto Apt.,M3B 2V9,Councillor,2.0,11,2006
500.0,"Di Giorgio, Frank",Monetary,Corporation,"20 Upjohn Rd, Suite 103, Toronto",Greater Toronto APt. Assoc.,M3B 2V9,Councillor,2.0,12,2006
500.0,"Del Grande, Mike",Monetary,Corporation,"23 Lesmill Road, Suite 207, Toronto",Greater Toronto Electrical Contractors Assoc.,M3B 3P6,Councillor,2.0,39,2006
500.0,"Ashton, Brian",Monetary,Corporation,"23 Lesmill Road, Suite 207, Toronto",Greater Toronto Electrical Contractors Assoc.,M3B 3P6,Councillor,2.0,36,2006
500.0,"Ootes, Case",Monetary,Corporation,"23 Lesmill Road, Suite 207, Toronto",Greater Toronto Electrical Contractors Assoc. Inc.,M3B 3P6,Councillor,2.0,29,2006
500.0,"Minnan-Wong, Denzil",Monetary,Trade Union,"23 Lesmill Road, Suite 207, Toronto",Greater Toronto Electrical Contractors Association,M3B 3P6,Councillor,2.0,34,2006
500.0,"Thompson, Michael",Monetary,Corporation,"23 Lesmill Rd , Suite 207, Toronto",Greater Toronto Electrical Contractors Association,M3B 3P6,Councillor,2.0,37,2006
150.0,"Kelly, Norm",Monetary,Corporation,"207 Queen's Quay West, Toronto",Greater Toronto Hotel Association,M5J 1A7,Councillor,2.0,40,2006
200.0,"Milczyn, Peter",Monetary,Corporation,"207 Queens Quay West, Suite 590, Toronto",Greater Toronto Hotel Association,M5J 1A7,Councillor,2.0,5,2006
